age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Decision
senior,Private,Bachelors,Not-married,Prof-specialty,Not-in-family,White,Female,none,none,overtime,United-States,0
young,Private,HS-grad,Never-married,Blue-collar,Own-child,White,Male,none,none,fulltime,United-States,0
senior,Federal-gov,Masters,Married,Sales,Husband,White,Male,high,none,fulltime,United-States,1
middle-aged,Private,Prof-school,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,1
senior,Private,Some-college,Not-married,Service,Not-in-family,White,Male,none,none,overtime,United-States,0
young,Private,Bachelors,Never-married,White-collar,Not-in-family,White,Female,none,none,fulltime,United-States,0
senior,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,South-America,0
middle-aged,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,HS-grad,Not-married,Prof-specialty,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Other-gov,Bachelors,Never-married,Other-occupations,Not-in-family,White,Male,none,none,overtime,United-States,0
young,Private,Some-college,Never-married,Sales,Own-child,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Bachelors,Never-married,Other-occupations,Unmarried,Black,Female,none,none,fulltime,United-States,0
senior,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,parttime,United-States,0
middle-aged,Self-emp,Bachelors,Not-married,Sales,Not-in-family,White,Female,none,none,overtime,United-States,0
middle-aged,?,Masters,Married,?,Wife,Asian-Pac-Islander,Female,low,none,fulltime,?,0
young,Private,HS-grad,Never-married,Blue-collar,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Not-married,Sales,Not-in-family,White,Male,none,none,unhealthy,United-States,0
senior,Private,Bachelors,Married,Adm-clerical,Husband,White,Male,low,none,fulltime,United-States,1
young,Private,Some-college,Never-married,Service,Not-in-family,Asian-Pac-Islander,Female,none,none,parttime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,1
senior,Private,HS-grad,Married,Sales,Husband,White,Male,low,none,fulltime,United-States,1
young,Private,Some-college,Married,Adm-clerical,Wife,Asian-Pac-Islander,Female,none,none,fulltime,SE-Asia,0
middle-aged,Private,HS-grad,Not-married,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Never-married,Other-occupations,Not-in-family,White,Male,none,none,overtime,United-States,0
senior,Private,Associates,Never-married,Prof-specialty,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Self-emp,Some-college,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Masters,Married,White-collar,Husband,Asian-Pac-Islander,Male,low,none,fulltime,China,1
young,?,Some-college,Never-married,?,Own-child,Black,Female,none,none,parttime,United-States,0
middle-aged,Self-emp,Bachelors,Not-married,Prof-specialty,Not-in-family,Black,Female,none,none,fulltime,United-States,1
young,Private,Some-college,Never-married,Sales,Own-child,White,Male,none,none,parttime,United-States,0
young,Private,Some-college,Never-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
old,Self-emp,Some-college,Married,Sales,Husband,White,Male,none,none,fulltime,United-States,0
young,Private,Dropout,Married,Blue-collar,Other-relative,White,Female,none,none,fulltime,Latin-America,0
middle-aged,Private,Some-college,Never-married,Other-occupations,Not-in-family,White,Female,none,none,fulltime,United-States,0
senior,Private,HS-grad,Widowed,Service,Not-in-family,White,Female,none,none,parttime,United-States,0
middle-aged,Self-emp,HS-grad,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,low,overtime,United-States,0
middle-aged,Private,HS-grad,Not-married,Blue-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Dropout,Never-married,White-collar,Not-in-family,White,Female,none,none,fulltime,United-States,0
old,Self-emp,Masters,Married,Blue-collar,Husband,White,Male,none,none,parttime,United-States,0
senior,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
young,?,Associates,Never-married,?,Own-child,Black,Female,none,none,parttime,United-States,0
middle-aged,Private,Some-college,Married,Prof-specialty,Wife,White,Female,none,high,overtime,United-States,1
senior,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
old,Private,HS-grad,Never-married,Blue-collar,Not-in-family,White,Male,low,none,overtime,United-States,0
middle-aged,Private,Some-college,Never-married,Blue-collar,Not-in-family,Black,Male,none,none,overtime,United-States,0
middle-aged,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,none,none,fulltime,United-States,0
senior,Private,Associates,Never-married,Service,Not-in-family,White,Male,none,none,fulltime,United-States,0
senior,Other-gov,Dropout,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,0
senior,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
young,Private,Dropout,Never-married,Service,Other-relative,White,Male,none,none,overtime,Latin-America,0
middle-aged,Private,HS-grad,Never-married,Blue-collar,Other-relative,White,Male,none,none,fulltime,United-States,0
senior,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,none,none,overtime,United-States,0
young,Private,HS-grad,Never-married,Sales,Unmarried,Black,Male,none,none,fulltime,Latin-America,0
middle-aged,Private,HS-grad,Married,Service,Husband,Black,Male,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Never-married,Sales,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Married,Blue-collar,Husband,White,Male,low,none,fulltime,United-States,1
middle-aged,Other-gov,HS-grad,Married,Other-occupations,Husband,White,Male,low,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Never-married,Blue-collar,Not-in-family,White,Male,none,none,parttime,United-States,0
young,Other-gov,Some-college,Never-married,Other-occupations,Own-child,Black,Female,none,none,fulltime,United-States,0
middle-aged,Self-emp,Bachelors,Never-married,Sales,Not-in-family,White,Male,none,none,overtime,United-States,0
old,?,Dropout,Married,?,Husband,White,Male,none,none,parttime,United-States,0
middle-aged,?,Associates,Not-married,?,Unmarried,White,Female,none,none,fulltime,United-States,0
senior,Private,Associates,Not-married,Service,Not-in-family,White,Male,none,none,parttime,Other,0
middle-aged,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,none,none,parttime,United-States,0
middle-aged,Private,Bachelors,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Married,Service,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
senior,Other-gov,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,?,Bachelors,Married,?,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Federal-gov,HS-grad,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,1
senior,Private,Dropout,Widowed,Service,Unmarried,Other,Male,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Married,Other-occupations,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Married,Adm-clerical,Wife,White,Female,none,none,fulltime,United-States,0
middle-aged,Self-emp,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,Euro-2,0
middle-aged,Private,Dropout,Married,Service,Wife,White,Female,none,none,parttime,United-States,0
senior,Private,Masters,Married,Prof-specialty,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Bachelors,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Bachelors,Not-married,White-collar,Not-in-family,White,Male,none,low,overtime,United-States,1
young,Private,HS-grad,Not-married,Sales,Not-in-family,White,Male,none,none,overtime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Self-emp,Some-college,Married,Sales,Husband,White,Male,none,none,overtime,United-States,0
young,Private,Associates,Never-married,Sales,Not-in-family,White,Female,none,none,parttime,United-States,0
senior,Private,Bachelors,Not-married,White-collar,Not-in-family,White,Female,none,none,overtime,United-States,1
middle-aged,Private,HS-grad,Not-married,Sales,Unmarried,White,Female,none,none,fulltime,United-States,0
middle-aged,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,none,none,parttime,United-States,0
young,Private,Dropout,Never-married,Service,Own-child,White,Male,none,none,parttime,United-States,0
middle-aged,Other-gov,Associates,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,Black,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Never-married,Blue-collar,Not-in-family,Black,Male,none,none,fulltime,United-States,0
young,Other-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,none,none,parttime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Wife,White,Female,none,none,fulltime,United-States,0
young,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,none,none,fulltime,United-States,0
senior,Self-emp,Masters,Not-married,White-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Sales,Husband,White,Male,none,none,overtime,United-States,0
senior,Private,HS-grad,Not-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
senior,Private,Dropout,Not-married,Blue-collar,Not-in-family,White,Female,none,high,overtime,United-States,0
young,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Private,Some-college,Not-married,Sales,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Other-gov,Some-college,Married,Blue-collar,Wife,White,Female,none,none,fulltime,United-States,0
young,Private,HS-grad,Never-married,Service,Not-in-family,White,Female,none,none,parttime,United-States,0
middle-aged,Private,HS-grad,Separated,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Married,Adm-clerical,Wife,White,Female,none,high,parttime,United-States,1
young,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,none,none,parttime,United-States,0
young,Private,HS-grad,Never-married,Service,Other-relative,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Service,Wife,White,Female,none,none,fulltime,United-States,1
middle-aged,Private,Bachelors,Never-married,Blue-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
senior,Self-emp,Associates,Separated,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Other-gov,Bachelors,Married,White-collar,Husband,White,Male,low,none,overtime,?,1
middle-aged,Private,HS-grad,Never-married,Service,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Married,Other-occupations,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Not-married,Blue-collar,Unmarried,White,Female,none,none,fulltime,United-States,0
young,?,HS-grad,Never-married,?,Other-relative,White,Female,none,none,fulltime,United-States,0
young,Private,Bachelors,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,1
senior,Self-emp,Bachelors,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,1
young,Private,Some-college,Never-married,Blue-collar,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Never-married,Service,Not-in-family,White,Female,none,none,fulltime,United-States,0
senior,Other-gov,Bachelors,Married,Other-occupations,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Associates,Not-married,Other-occupations,Not-in-family,White,Female,none,none,unhealthy,United-States,0
middle-aged,Private,Dropout,Married,Blue-collar,Husband,Other,Male,none,high,fulltime,Latin-America,0
middle-aged,Private,Masters,Married,White-collar,Husband,White,Male,none,high,unhealthy,United-States,1
middle-aged,Private,HS-grad,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,0
senior,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,parttime,United-States,0
middle-aged,?,Some-college,Married,?,Wife,White,Female,none,high,fulltime,United-States,1
middle-aged,Private,Some-college,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Other-gov,Some-college,Not-married,Service,Not-in-family,Black,Female,none,none,parttime,United-States,0
young,Private,HS-grad,Never-married,Blue-collar,Unmarried,Black,Female,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Not-married,White-collar,Unmarried,White,Female,none,none,fulltime,United-States,0
senior,Private,Doctorate,Married,White-collar,Husband,White,Male,high,none,overtime,United-States,1
middle-aged,Other-gov,Some-college,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Dropout,Not-married,Blue-collar,Not-in-family,White,Male,none,none,overtime,United-States,1
senior,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,Latin-America,0
middle-aged,Private,Dropout,Never-married,Service,Own-child,White,Female,none,none,parttime,United-States,0
middle-aged,Other-gov,Dropout,Separated,Blue-collar,Not-in-family,Black,Male,none,none,fulltime,United-States,0
middle-aged,Other-gov,HS-grad,Not-married,Blue-collar,Unmarried,White,Female,none,none,fulltime,United-States,0
